Serie,Date,Day,Month,Year,Site,Management,Transect,Latitud_1,Longitud_1,Latitud_2,Longitud_2,Station,Depth,Surface,Species,Stage,Abundance,Substrate,Community,Frondosity ,Observaciones,Muestreado por,Anotado por,Ingresado por
2661,18-07-18,18,7,2018,ECIM,Reserve,3,-33.50438333,-71.63325,-33.50816667,-71.63058333,4,11.6,20, Lessonia trabeculata ,Adulto,11,"9, 10",1,A,NaN,Rodrigo Munoz,Rodrigo Munoz,Italo Fernandez
2662,18-07-18,18,7,2018,ECIM,Reserve,3,-33.50438333,-71.63325,-33.50816667,-71.63058333,4,11.6,20, Lessonia trabeculata ,Juvenil,0,"9, 10",1,A,NaN,Rodrigo Munoz,Rodrigo Munoz,Italo Fernandez
2663,18-07-18,18,7,2018,ECIM,Reserve,3,-33.50438333,-71.63325,-33.50816667,-71.63058333,4,11.6,20, Lessonia trabeculata solo disco,NaN,0,"9, 10",1,A,NaN,Rodrigo Munoz,Rodrigo Munoz,Italo Fernandez
2664,18-07-18,18,7,2018,ECIM,Reserve,3,-33.50438333,-71.63325,-33.50816667,-71.63058333,4,11.6,20, Lessonia berteroana ,Adulto,0,"9, 10",1,A,NaN,Rodrigo Munoz,Rodrigo Munoz,Italo Fernandez
2665,18-07-18,18,7,2018,ECIM,Reserve,3,-33.50438333,-71.63325,-33.50816667,-71.63058333,4,11.6,20, Lessonia berteroana ,Juvenil,0,"9, 10",1,A,NaN,Rodrigo Munoz,Rodrigo Munoz,Italo Fernandez
2666,18-07-18,18,7,2018,ECIM,Reserve,3,-33.50438333,-71.63325,-33.50816667,-71.63058333,4,11.6,20, Macrocystis pyrifera ,Adulto,0,"9, 10",1,A,NaN,Rodrigo Munoz,Rodrigo Munoz,Italo Fernandez
2667,18-07-18,18,7,2018,ECIM,Reserve,3,-33.50438333,-71.63325,-33.50816667,-71.63058333,4,11.6,20, Macrocystis pyrifera ,Juvenil,0,"9, 10",1,A,NaN,Rodrigo Munoz,Rodrigo Munoz,Italo Fernandez
2668,18-07-18,18,7,2018,ECIM,Reserve,3,-33.50438333,-71.63325,-33.50816667,-71.63058333,5,7.4,20, Lessonia trabeculata ,Adulto,35,"9, 10",1,A,NaN,Rodrigo Munoz,Rodrigo Munoz,Italo Fernandez
2669,18-07-18,18,7,2018,ECIM,Reserve,3,-33.50438333,-71.63325,-33.50816667,-71.63058333,5,7.4,20, Lessonia trabeculata ,Juvenil,1,"9, 10",1,A,NaN,Rodrigo Munoz,Rodrigo Munoz,Italo Fernandez
2670,18-07-18,18,7,2018,ECIM,Reserve,3,-33.50438333,-71.63325,-33.50816667,-71.63058333,5,7.4,20, Lessonia trabeculata solo disco,NaN,0,"9, 10",1,A,NaN,Rodrigo Munoz,Rodrigo Munoz,Italo Fernandez
2671,18-07-18,18,7,2018,ECIM,Reserve,3,-33.50438333,-71.63325,-33.50816667,-71.63058333,5,7.4,20, Lessonia berteroana ,Adulto,0,"9, 10",1,A,NaN,Rodrigo Munoz,Rodrigo Munoz,Italo Fernandez
2672,18-07-18,18,7,2018,ECIM,Reserve,3,-33.50438333,-71.63325,-33.50816667,-71.63058333,5,7.4,20, Lessonia berteroana ,Juvenil,0,"9, 10",1,A,NaN,Rodrigo Munoz,Rodrigo Munoz,Italo Fernandez
2673,18-07-18,18,7,2018,ECIM,Reserve,3,-33.50438333,-71.63325,-33.50816667,-71.63058333,5,7.4,20, Macrocystis pyrifera ,Adulto,0,"9, 10",1,A,NaN,Rodrigo Munoz,Rodrigo Munoz,Italo Fernandez
2674,18-07-18,18,7,2018,ECIM,Reserve,3,-33.50438333,-71.63325,-33.50816667,-71.63058333,5,7.4,20, Macrocystis pyrifera ,Juvenil,0,"9, 10",1,A,NaN,Rodrigo Munoz,Rodrigo Munoz,Italo Fernandez
2675,18-07-18,18,7,2018,ECIM,Reserve,3,-33.50438333,-71.63325,-33.50816667,-71.63058333,6,5.2,20, Lessonia trabeculata ,Adulto,38,"9, 10",1,A,NaN,Rodrigo Munoz,Rodrigo Munoz,Italo Fernandez
2676,18-07-18,18,7,2018,ECIM,Reserve,3,-33.50438333,-71.63325,-33.50816667,-71.63058333,6,5.2,20, Lessonia trabeculata ,Juvenil,3,"9, 10",1,A,NaN,Rodrigo Munoz,Rodrigo Munoz,Italo Fernandez
2677,18-07-18,18,7,2018,ECIM,Reserve,3,-33.50438333,-71.63325,-33.50816667,-71.63058333,6,5.2,20, Lessonia trabeculata solo disco,NaN,0,"9, 10",1,A,NaN,Rodrigo Munoz,Rodrigo Munoz,Italo Fernandez
2678,18-07-18,18,7,2018,ECIM,Reserve,3,-33.50438333,-71.63325,-33.50816667,-71.63058333,6,5.2,20, Lessonia berteroana ,Adulto,0,"9, 10",1,A,NaN,Rodrigo Munoz,Rodrigo Munoz,Italo Fernandez
2679,18-07-18,18,7,2018,ECIM,Reserve,3,-33.50438333,-71.63325,-33.50816667,-71.63058333,6,5.2,20, Lessonia berteroana ,Juvenil,0,"9, 10",1,A,NaN,Rodrigo Munoz,Rodrigo Munoz,Italo Fernandez
2680,18-07-18,18,7,2018,ECIM,Reserve,3,-33.50438333,-71.63325,-33.50816667,-71.63058333,6,5.2,20, Macrocystis pyrifera ,Adulto,0,"9, 10",1,A,NaN,Rodrigo Munoz,Rodrigo Munoz,Italo Fernandez
2681,18-07-18,18,7,2018,ECIM,Reserve,3,-33.50438333,-71.63325,-33.50816667,-71.63058333,6,5.2,20, Macrocystis pyrifera ,Juvenil,0,"9, 10",1,A,NaN,Rodrigo Munoz,Rodrigo Munoz,Italo Fernandez
2682,18-07-18,18,7,2018,ECIM,Reserve,3,-33.50438333,-71.63325,-33.50816667,-71.63058333,7,4.2,20, Lessonia trabeculata ,Adulto,51,"9, 10",1,A,NaN,Rodrigo Munoz,Rodrigo Munoz,Italo Fernandez
2683,18-07-18,18,7,2018,ECIM,Reserve,3,-33.50438333,-71.63325,-33.50816667,-71.63058333,7,4.2,20, Lessonia trabeculata ,Juvenil,3,"9, 10",1,A,NaN,Rodrigo Munoz,Rodrigo Munoz,Italo Fernandez
2684,18-07-18,18,7,2018,ECIM,Reserve,3,-33.50438333,-71.63325,-33.50816667,-71.63058333,7,4.2,20, Lessonia trabeculata solo disco,NaN,0,"9, 10",1,A,NaN,Rodrigo Munoz,Rodrigo Munoz,Italo Fernandez
2685,18-07-18,18,7,2018,ECIM,Reserve,3,-33.50438333,-71.63325,-33.50816667,-71.63058333,7,4.2,20, Lessonia berteroana ,Adulto,0,"9, 10",1,A,NaN,Rodrigo Munoz,Rodrigo Munoz,Italo Fernandez
2686,18-07-18,18,7,2018,ECIM,Reserve,3,-33.50438333,-71.63325,-33.50816667,-71.63058333,7,4.2,20, Lessonia berteroana ,Juvenil,0,"9, 10",1,A,NaN,Rodrigo Munoz,Rodrigo Munoz,Italo Fernandez
2687,18-07-18,18,7,2018,ECIM,Reserve,3,-33.50438333,-71.63325,-33.50816667,-71.63058333,7,4.2,20, Macrocystis pyrifera ,Adulto,0,"9, 10",1,A,NaN,Rodrigo Munoz,Rodrigo Munoz,Italo Fernandez
2688,18-07-18,18,7,2018,ECIM,Reserve,3,-33.50438333,-71.63325,-33.50816667,-71.63058333,7,4.2,20, Macrocystis pyrifera ,Juvenil,0,"9, 10",1,A,NaN,Rodrigo Munoz,Rodrigo Munoz,Italo Fernandez
2689,18-07-18,18,7,2018,ECIM,Reserve,3,-33.50438333,-71.63325,-33.50816667,-71.63058333,8,5.2,20, Lessonia trabeculata ,Adulto,1,"9, 10",1,A,NaN,Rodrigo Munoz,Rodrigo Munoz,Italo Fernandez
2690,18-07-18,18,7,2018,ECIM,Reserve,3,-33.50438333,-71.63325,-33.50816667,-71.63058333,8,5.2,20, Lessonia trabeculata ,Juvenil,9,"9, 10",1,A,NaN,Rodrigo Munoz,Rodrigo Munoz,Italo Fernandez
2691,18-07-18,18,7,2018,ECIM,Reserve,3,-33.50438333,-71.63325,-33.50816667,-71.63058333,8,5.2,20, Lessonia trabeculata solo disco,NaN,0,"9, 10",1,A,NaN,Rodrigo Munoz,Rodrigo Munoz,Italo Fernandez
2692,18-07-18,18,7,2018,ECIM,Reserve,3,-33.50438333,-71.63325,-33.50816667,-71.63058333,8,5.2,20, Lessonia berteroana ,Adulto,0,"9, 10",1,A,NaN,Rodrigo Munoz,Rodrigo Munoz,Italo Fernandez
2693,18-07-18,18,7,2018,ECIM,Reserve,3,-33.50438333,-71.63325,-33.50816667,-71.63058333,8,5.2,20, Lessonia berteroana ,Juvenil,0,"9, 10",1,A,NaN,Rodrigo Munoz,Rodrigo Munoz,Italo Fernandez
2694,18-07-18,18,7,2018,ECIM,Reserve,3,-33.50438333,-71.63325,-33.50816667,-71.63058333,8,5.2,20, Macrocystis pyrifera ,Adulto,0,"9, 10",1,A,NaN,Rodrigo Munoz,Rodrigo Munoz,Italo Fernandez
2695,18-07-18,18,7,2018,ECIM,Reserve,3,-33.50438333,-71.63325,-33.50816667,-71.63058333,8,5.2,20, Macrocystis pyrifera ,Juvenil,0,"9, 10",1,A,NaN,Rodrigo Munoz,Rodrigo Munoz,Italo Fernandez
2710,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,1,13.6,20, Lessonia trabeculata ,Adulto,0,2,20-24-14,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2711,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,1,13.6,20, Lessonia trabeculata ,Juvenil,0,2,20-24-14,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2712,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,1,13.6,20, Lessonia trabeculata solo disco,NaN,0,2,20-24-14,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2713,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,1,13.6,20, Lessonia berteroana ,Adulto,0,2,20-24-14,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2714,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,1,13.6,20, Lessonia berteroana ,Juvenil,0,2,20-24-14,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2715,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,1,13.6,20, Macrocystis pyrifera ,Adulto,0,2,20-24-14,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2716,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,1,13.6,20, Macrocystis pyrifera ,Juvenil,0,2,20-24-14,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2717,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,2,11.7,20, Lessonia trabeculata ,Adulto,4,2,Ene-24,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2718,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,2,11.7,20, Lessonia trabeculata ,Juvenil,3,2,Ene-24,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2719,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,2,11.7,20, Lessonia trabeculata solo disco,NaN,0,2,Ene-24,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2720,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,2,11.7,20, Lessonia berteroana ,Adulto,0,2,Ene-24,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2721,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,2,11.7,20, Lessonia berteroana ,Juvenil,0,2,Ene-24,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2722,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,2,11.7,20, Macrocystis pyrifera ,Adulto,0,2,Ene-24,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2723,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,2,11.7,20, Macrocystis pyrifera ,Juvenil,0,2,Ene-24,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2724,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,3,10.5,20, Lessonia trabeculata ,Adulto,0,2,20-24-14,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2725,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,3,10.5,20, Lessonia trabeculata ,Juvenil,0,2,20-24-14,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2726,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,3,10.5,20, Lessonia trabeculata solo disco,NaN,0,2,20-24-14,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2727,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,3,10.5,20, Lessonia berteroana ,Adulto,0,2,20-24-14,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2728,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,3,10.5,20, Lessonia berteroana ,Juvenil,0,2,20-24-14,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2729,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,3,10.5,20, Macrocystis pyrifera ,Adulto,0,2,20-24-14,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2730,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,3,10.5,20, Macrocystis pyrifera ,Juvenil,0,2,20-24-14,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2731,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,4,10.5,20, Lessonia trabeculata ,Adulto,10,2,Ene-24,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2732,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,4,10.5,20, Lessonia trabeculata ,Juvenil,7,2,Ene-24,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2733,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,4,10.5,20, Lessonia trabeculata solo disco,NaN,0,2,Ene-24,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2734,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,4,10.5,20, Lessonia berteroana ,Adulto,0,2,Ene-24,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2735,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,4,10.5,20, Lessonia berteroana ,Juvenil,0,2,Ene-24,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2736,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,4,10.5,20, Macrocystis pyrifera ,Adulto,0,2,Ene-24,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2737,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,4,10.5,20, Macrocystis pyrifera ,Juvenil,0,2,Ene-24,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2738,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,5,10.3,20, Lessonia trabeculata ,Adulto,27,2,Ene-24,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2739,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,5,10.3,20, Lessonia trabeculata ,Juvenil,0,2,Ene-24,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2740,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,5,10.3,20, Lessonia trabeculata solo disco,NaN,0,2,Ene-24,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2741,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,5,10.3,20, Lessonia berteroana ,Adulto,0,2,Ene-24,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2742,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,5,10.3,20, Lessonia berteroana ,Juvenil,0,2,Ene-24,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2743,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,5,10.3,20, Macrocystis pyrifera ,Adulto,0,2,Ene-24,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2744,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,5,10.3,20, Macrocystis pyrifera ,Juvenil,0,2,Ene-24,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2745,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,6,6.2,20, Lessonia trabeculata ,Adulto,23,2,Ene-24,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2746,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,6,6.2,20, Lessonia trabeculata ,Juvenil,0,2,Ene-24,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2747,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,6,6.2,20, Lessonia trabeculata solo disco,NaN,0,2,Ene-24,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2748,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,6,6.2,20, Lessonia berteroana ,Adulto,0,2,Ene-24,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2749,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,6,6.2,20, Lessonia berteroana ,Juvenil,0,2,Ene-24,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2750,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,6,6.2,20, Macrocystis pyrifera ,Adulto,0,2,Ene-24,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2751,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,6,6.2,20, Macrocystis pyrifera ,Juvenil,0,2,Ene-24,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2752,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,7,5,20, Lessonia trabeculata ,Adulto,27,2,Ene-24,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2753,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,7,5,20, Lessonia trabeculata ,Juvenil,10,2,Ene-24,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2754,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,7,5,20, Lessonia trabeculata solo disco,NaN,0,2,Ene-24,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2755,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,7,5,20, Lessonia berteroana ,Adulto,0,2,Ene-24,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2756,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,7,5,20, Lessonia berteroana ,Juvenil,0,2,Ene-24,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2757,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,7,5,20, Macrocystis pyrifera ,Adulto,0,2,Ene-24,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2758,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,7,5,20, Macrocystis pyrifera ,Juvenil,0,2,Ene-24,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2759,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,8,4.5,20, Lessonia trabeculata ,Adulto,36,2,Ene-24,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2760,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,8,4.5,20, Lessonia trabeculata ,Juvenil,5,2,Ene-24,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2761,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,8,4.5,20, Lessonia trabeculata solo disco,NaN,0,2,Ene-24,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2762,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,8,4.5,20, Lessonia berteroana ,Adulto,0,2,Ene-24,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2763,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,8,4.5,20, Lessonia berteroana ,Juvenil,0,2,Ene-24,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2764,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,8,4.5,20, Macrocystis pyrifera ,Adulto,0,2,Ene-24,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2765,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,8,4.5,20, Macrocystis pyrifera ,Juvenil,0,2,Ene-24,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2766,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,9,4.3,20, Lessonia trabeculata ,Adulto,25,2,Ene-24,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2767,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,9,4.3,20, Lessonia trabeculata ,Juvenil,7,2,Ene-24,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2768,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,9,4.3,20, Lessonia trabeculata solo disco,NaN,0,2,Ene-24,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2769,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,9,4.3,20, Lessonia berteroana ,Adulto,0,2,Ene-24,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2770,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,9,4.3,20, Lessonia berteroana ,Juvenil,0,2,Ene-24,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2771,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,9,4.3,20, Macrocystis pyrifera ,Adulto,0,2,Ene-24,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2772,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,9,4.3,20, Macrocystis pyrifera ,Juvenil,0,2,Ene-24,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2773,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,10,4,20, Lessonia trabeculata ,Adulto,25,2,Ene-24,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2774,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,10,4,20, Lessonia trabeculata ,Juvenil,0,2,Ene-24,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2775,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,10,4,20, Lessonia trabeculata solo disco,NaN,0,2,Ene-24,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2776,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,10,4,20, Lessonia berteroana ,Adulto,0,2,Ene-24,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2777,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,10,4,20, Lessonia berteroana ,Juvenil,0,2,Ene-24,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2778,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,10,4,20, Macrocystis pyrifera ,Adulto,0,2,Ene-24,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2779,18-07-18,18,7,2018,ECIM,Reserve,4,-33.50405,-72.63476667,-33.50768333,-71.63276667,10,4,20, Macrocystis pyrifera ,Juvenil,0,2,Ene-24,A,NaN,Bryan Bularz,Bryan Bularz,Bryan Bularz
2780,27-09-18,27,9,2018,Los Vilos C,AMERB,1,-31.92761667,-71.52073333,-31.9279,-71.5218,1,18,20, Lessonia trabeculata ,Adulto,36,"4, 6, 10",23,A,NaN,Catalina Ruz,Catalina Ruz,Italo Fernandez
2781,27-09-18,27,9,2018,Los Vilos C,AMERB,1,-31.92761667,-71.52073333,-31.9279,-71.5218,1,18,20, Lessonia trabeculata ,Juvenil,0,"4, 6, 10",23,A,NaN,Catalina Ruz,Catalina Ruz,Italo Fernandez
2782,27-09-18,27,9,2018,Los Vilos C,AMERB,1,-31.92761667,-71.52073333,-31.9279,-71.5218,1,18,20, Lessonia trabeculata solo disco,NaN,0,"4, 6, 10",23,A,NaN,Catalina Ruz,Catalina Ruz,Italo Fernandez
2783,27-09-18,27,9,2018,Los Vilos C,AMERB,1,-31.92761667,-71.52073333,-31.9279,-71.5218,1,18,20, Lessonia berteroana ,Adulto,0,"4, 6, 10",23,A,NaN,Catalina Ruz,Catalina Ruz,Italo Fernandez
2784,27-09-18,27,9,2018,Los Vilos C,AMERB,1,-31.92761667,-71.52073333,-31.9279,-71.5218,1,18,20, Lessonia berteroana ,Juvenil,0,"4, 6, 10",23,A,NaN,Catalina Ruz,Catalina Ruz,Italo Fernandez
2785,27-09-18,27,9,2018,Los Vilos C,AMERB,1,-31.92761667,-71.52073333,-31.9279,-71.5218,1,18,20, Macrocystis pyrifera ,Adulto,0,"4, 6, 10",23,A,NaN,Catalina Ruz,Catalina Ruz,Italo Fernandez
