Serie,Date,Day,Month,Year,Site,Management,Transect,Quadrats,Place_in_transect ,Depth,Group,Species,Presence,Abundance,Holdfast,Stipes,TL,Frondosity,Obs,Sampler,Anotate,Entered by
1069,28-09-18,28,9,2018,Los Vilos C,TURF,1,7,,9.6,Macroalga ,Lessonia trabeculata,1,1,6,3,27,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1070,28-09-18,28,9,2018,Los Vilos C,TURF,1,7,,9.6,Macroalga ,Lessonia trabeculata,1,1,17,12,53,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1071,28-09-18,28,9,2018,Los Vilos C,TURF,1,7,,9.6,Macroalga ,Lessonia trabeculata,1,1,8,13,67,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1072,28-09-18,28,9,2018,Los Vilos C,TURF,1,8,,10.2,Macroalga ,Lessonia trabeculata,1,1,26,12,124,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1073,28-09-18,28,9,2018,Los Vilos C,TURF,1,9,,9.3,Macroalga ,Lessonia trabeculata,1,1,35,8,121,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1074,28-09-18,28,9,2018,Los Vilos C,TURF,1,9,,9.3,Macroalga ,Lessonia trabeculata,1,1,18,9,88,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1075,28-09-18,28,9,2018,Los Vilos C,TURF,1,9,,9.3,Macroalga ,Lessonia trabeculata,1,1,33,13,95,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1076,28-09-18,28,9,2018,Los Vilos C,TURF,1,10,,11.7,Macroalga ,Lessonia trabeculata,1,1,39,9,147,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1077,28-09-18,28,9,2018,Los Vilos C,TURF,1,10,,11.7,Macroalga ,Lessonia trabeculata,1,1,14,4,128,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1078,28-09-18,28,9,2018,Los Vilos C,TURF,3,1,,14.9,Macroalga ,Lessonia trabeculata,1,1,28,1,147,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1079,28-09-18,28,9,2018,Los Vilos C,TURF,3,1,,14.9,Macroalga ,Lessonia trabeculata,1,1,29,8,116,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1080,28-09-18,28,9,2018,Los Vilos C,TURF,3,2,,14.5,Macroalga ,Lessonia trabeculata,0,0,0,0,0,0,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1081,28-09-18,28,9,2018,Los Vilos C,TURF,3,3,,14,Macroalga ,Lessonia trabeculata,1,1,13,3,100,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1082,28-09-18,28,9,2018,Los Vilos C,TURF,3,3,,14,Macroalga ,Lessonia trabeculata,1,1,20,4,195,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1083,28-09-18,28,9,2018,Los Vilos C,TURF,3,4,,14.1,Macroalga ,Lessonia trabeculata,1,1,9,4,76,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1084,28-09-18,28,9,2018,Los Vilos C,TURF,3,4,,14.1,Macroalga ,Lessonia trabeculata,1,1,26,6,130,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1085,28-09-18,28,9,2018,Los Vilos C,TURF,3,4,,14.1,Macroalga ,Lessonia trabeculata,1,1,30,10,100,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1086,28-09-18,28,9,2018,Los Vilos C,TURF,3,5,,13.2,Macroalga ,Lessonia trabeculata,1,1,22,3,120,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1087,28-09-18,28,9,2018,Los Vilos C,TURF,3,5,,13.2,Macroalga ,Lessonia trabeculata,1,1,19,5,77,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1088,28-09-18,28,9,2018,Los Vilos C,TURF,3,6,,11.8,Macroalga ,Lessonia trabeculata,1,1,28,15,80,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1089,28-09-18,28,9,2018,Los Vilos C,TURF,3,7,,10.4,Macroalga ,Lessonia trabeculata,1,1,17,7,70,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1090,28-09-18,28,9,2018,Los Vilos C,TURF,3,7,,10.4,Macroalga ,Lessonia trabeculata,1,1,14,5,54,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1091,28-09-18,28,9,2018,Los Vilos C,TURF,3,8,,9,Macroalga ,Lessonia trabeculata,1,1,22,7,63,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1092,28-09-18,28,9,2018,Los Vilos C,TURF,3,8,,9,Macroalga ,Lessonia trabeculata,1,1,27,7,50,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1093,28-09-18,28,9,2018,Los Vilos C,TURF,3,9,,7.9,Macroalga ,Lessonia trabeculata,1,1,24,5,87,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1094,28-09-18,28,9,2018,Los Vilos C,TURF,3,9,,7.9,Macroalga ,Lessonia trabeculata,1,1,22,16,83,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1095,28-09-18,28,9,2018,Los Vilos C,TURF,3,9,,7.9,Macroalga ,Lessonia trabeculata,1,1,16,3,88,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1096,28-09-18,28,9,2018,Los Vilos C,TURF,3,9,,7.9,Macroalga ,Lessonia trabeculata,1,1,15,1,85,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1097,28-09-18,28,9,2018,Los Vilos C,TURF,3,9,,7.9,Macroalga ,Lessonia trabeculata,1,1,22,7,93,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1098,28-09-18,28,9,2018,Los Vilos C,TURF,3,10,,6.7,Macroalga ,Lessonia trabeculata,1,1,17,4,60,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1099,28-09-18,28,9,2018,Los Vilos C,TURF,3,10,,6.7,Macroalga ,Lessonia trabeculata,1,1,17,6,65,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1100,28-09-18,28,9,2018,Los Vilos C,TURF,3,10,,6.7,Macroalga ,Lessonia trabeculata,1,1,18,4,63,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1101,28-09-18,28,9,2018,Los Vilos C,TURF,3,10,,6.7,Macroalga ,Lessonia trabeculata,1,1,14,4,34,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1102,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,10,1,,15,Macroalga ,Lessonia trabeculata,1,1,17,1,145,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1103,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,10,2,,12.4,Macroalga ,Lessonia trabeculata,0,0,0,0,0,0,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1104,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,10,3,,13.5,Macroalga ,Lessonia trabeculata,1,1,33,2,160,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1105,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,10,3,,13.5,Macroalga ,Lessonia trabeculata,1,1,23,1,100,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1106,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,10,4,,12.3,Macroalga ,Lessonia trabeculata,1,1,30,2,156,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1107,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,10,4,,12.3,Macroalga ,Lessonia trabeculata,1,1,42,4,190,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1108,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,10,4,,12.3,Macroalga ,Lessonia trabeculata,1,1,34,7,190,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1109,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,10,4,,12.3,Macroalga ,Lessonia trabeculata,1,1,18,1,139,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1110,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,10,5,,11.8,Macroalga ,Lessonia trabeculata,1,1,28,2,154,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1111,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,10,5,,11.8,Macroalga ,Lessonia trabeculata,1,1,32,2,194,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1112,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,10,6,,11.1,Macroalga ,Lessonia trabeculata,1,1,47,12,149,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1113,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,10,7,,10.6,Macroalga ,Lessonia trabeculata,1,1,4,4,30,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1114,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,10,7,,10.6,Macroalga ,Lessonia trabeculata,1,1,8,3,37,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1115,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,10,7,,10.6,Macroalga ,Lessonia trabeculata,1,1,5,4,33,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1116,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,10,7,,10.6,Macroalga ,Lessonia trabeculata,1,1,12,6,40,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1117,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,10,7,,10.6,Macroalga ,Lessonia trabeculata,1,1,6,3,30,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1118,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,10,7,,10.6,Macroalga ,Lessonia trabeculata,1,1,7,3,67,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1119,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,10,7,,10.6,Macroalga ,Lessonia trabeculata,1,1,6,3,53,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1120,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,10,7,,10.6,Macroalga ,Lessonia trabeculata,1,1,13,8,76,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1121,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,10,7,,10.6,Macroalga ,Lessonia trabeculata,1,1,4,3,40,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1122,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,10,7,,10.6,Macroalga ,Lessonia trabeculata,1,1,3,3,50,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1123,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,10,7,,10.6,Macroalga ,Lessonia trabeculata,1,1,9,4,54,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1124,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,10,8,,9.4,Macroalga ,Lessonia trabeculata,1,1,10,4,37,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1125,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,10,8,,9.4,Macroalga ,Lessonia trabeculata,1,1,10,4,39,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1126,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,10,8,,9.4,Macroalga ,Lessonia trabeculata,1,1,2,1,27,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1127,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,10,8,,9.4,Macroalga ,Lessonia trabeculata,1,1,2,4,12,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1128,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,10,8,,9.4,Macroalga ,Lessonia trabeculata,1,1,3,2,25,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1129,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,10,8,,9.4,Macroalga ,Lessonia trabeculata,1,1,16,2,30,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1130,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,10,8,,9.4,Macroalga ,Lessonia trabeculata,1,1,7,3,24,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1131,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,10,8,,9.4,Macroalga ,Lessonia trabeculata,1,1,4,8,27,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1132,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,10,8,,9.4,Macroalga ,Lessonia trabeculata,1,1,9,7,36,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1133,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,10,8,,9.4,Macroalga ,Lessonia trabeculata,1,1,6,3,26,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1134,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,10,8,,9.4,Macroalga ,Lessonia trabeculata,1,1,6,5,62,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1135,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,10,8,,9.4,Macroalga ,Lessonia trabeculata,1,1,4,2,58,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1136,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,10,8,,9.4,Macroalga ,Lessonia trabeculata,1,1,5,5,69,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1137,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,10,8,,9.4,Macroalga ,Lessonia trabeculata,1,1,5,4,70,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1138,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,10,8,,9.4,Macroalga ,Lessonia trabeculata,1,1,4,2,47,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1139,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,10,8,,9.4,Macroalga ,Lessonia trabeculata,1,1,4,2,50,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1140,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,10,8,,9.4,Macroalga ,Lessonia trabeculata,1,1,9,5,100,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1141,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,10,8,,9.4,Macroalga ,Lessonia trabeculata,1,1,14,11,107,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1142,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,10,8,,9.4,Macroalga ,Lessonia trabeculata,1,1,12,9,100,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1143,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,10,8,,9.4,Macroalga ,Lessonia trabeculata,1,1,9,7,102,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1144,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,10,8,,9.4,Macroalga ,Lessonia trabeculata,1,1,10,12,104,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1145,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,10,9,,8.9,Macroalga ,Lessonia trabeculata,1,1,44,7,141,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1146,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,10,9,,8.9,Macroalga ,Lessonia trabeculata,1,1,57,8,170,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1147,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,10,10,,7.4,Macroalga ,Lessonia trabeculata,1,1,18,1,140,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1148,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,10,10,,7.4,Macroalga ,Lessonia trabeculata,1,1,6,3,47,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1149,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,1,,10,Macroalga ,Lessonia trabeculata,1,1,17,12,47,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1150,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,1,,10,Macroalga ,Lessonia trabeculata,1,1,20,6,93,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1151,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,2,,7.2,Macroalga ,Lessonia trabeculata,1,1,6,40,20,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1152,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,2,,7.2,Macroalga ,Lessonia trabeculata,1,1,12,8,24,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1153,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,2,,7.2,Macroalga ,Lessonia trabeculata,1,1,21,4,62,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1154,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,2,,7.2,Macroalga ,Lessonia trabeculata,1,1,8,4,61,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1155,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,2,,7.2,Macroalga ,Lessonia trabeculata,1,1,21,4,75,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1156,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,3,,11.5,Macroalga ,Lessonia trabeculata,1,1,20,4,85,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1157,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,3,,11.5,Macroalga ,Lessonia trabeculata,1,1,25,2,130,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1158,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,4,,13.4,Macroalga ,Lessonia trabeculata,1,1,25,1,150,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1159,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,4,,13.4,Macroalga ,Lessonia trabeculata,1,1,10,1,128,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1160,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,4,,13.4,Macroalga ,Lessonia trabeculata,1,1,3,4,22,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1161,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,5,,13.3,Macroalga ,Lessonia trabeculata,1,1,17,5,48,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1162,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,5,,13.3,Macroalga ,Lessonia trabeculata,1,1,20,1,122,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1163,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,5,,13.3,Macroalga ,Lessonia trabeculata,1,1,19,1,100,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1164,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,6,,12.1,Macroalga ,Lessonia trabeculata,1,1,26,6,80,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1165,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,6,,12.1,Macroalga ,Lessonia trabeculata,1,1,2,2,34,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1166,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,6,,12.1,Macroalga ,Lessonia trabeculata,1,1,5,5,62,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1167,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,6,,12.1,Macroalga ,Lessonia trabeculata,1,1,5,5,54,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1168,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,6,,12.1,Macroalga ,Lessonia trabeculata,1,1,9,9,9,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1169,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,6,,12.1,Macroalga ,Lessonia trabeculata,1,1,11,5,11,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1170,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,6,,12.1,Macroalga ,Lessonia trabeculata,1,1,7,11,7,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1171,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,6,,12.1,Macroalga ,Lessonia trabeculata,1,1,9,14,9,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1172,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,6,,12.1,Macroalga ,Lessonia trabeculata,1,1,20,3,20,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1173,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,6,,12.1,Macroalga ,Lessonia trabeculata,1,1,6,5,6,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1174,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,7,,12.3,Macroalga ,Lessonia trabeculata,1,1,28,5,145,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1175,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,7,,12.3,Macroalga ,Lessonia trabeculata,1,1,22,2,55,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1176,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,7,,12.3,Macroalga ,Lessonia trabeculata,1,1,23,3,158,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1177,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,7,,12.3,Macroalga ,Lessonia trabeculata,1,1,25,7,147,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1178,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,7,,12.3,Macroalga ,Lessonia trabeculata,1,1,19,1,150,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1179,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,8,,9.6,Macroalga ,Lessonia trabeculata,1,1,7,4,12,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1180,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,8,,9.6,Macroalga ,Lessonia trabeculata,1,1,8,5,19,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1181,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,8,,9.6,Macroalga ,Lessonia trabeculata,1,1,7,6,11,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1182,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,8,,9.6,Macroalga ,Lessonia trabeculata,1,1,8,6,16,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1183,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,8,,9.6,Macroalga ,Lessonia trabeculata,1,1,6,6,14,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1184,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,8,,9.6,Macroalga ,Lessonia trabeculata,1,1,9,9,12,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1185,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,8,,9.6,Macroalga ,Lessonia trabeculata,1,1,7,4,12,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1186,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,8,,9.6,Macroalga ,Lessonia trabeculata,1,1,4,3,40,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1187,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,8,,9.6,Macroalga ,Lessonia trabeculata,1,1,5,5,62,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1188,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,8,,9.6,Macroalga ,Lessonia trabeculata,1,1,4,6,10,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1189,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,8,,9.6,Macroalga ,Lessonia trabeculata,1,1,9,11,72,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1190,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,8,,9.6,Macroalga ,Lessonia trabeculata,1,1,7,12,74,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1191,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,9,,11.2,Macroalga ,Lessonia trabeculata,1,1,27,6,210,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1192,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,9,,11.2,Macroalga ,Lessonia trabeculata,1,1,31,4,180,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1193,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,10,,11.3,Macroalga ,Lessonia trabeculata,1,1,37,7,159,,,Italo Fernandez,Italo Fernandez,Italo Fernandez
1194,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,1,,10,Animal,Fissurella costata,1,7,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
1195,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,1,,10,Animal,Notobalanus flosculus,1,NaN,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
1196,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,1,,10,Animal,Tonicia sp,1,2,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
1197,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,1,,10,Animal,Brachidontes granulata,1,2,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
1198,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,1,,10,Animal,Hydrozoa,1,NaN,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
1199,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,1,,10,Animal,Pyura chilensis,1,2,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
1200,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,1,,10,Animal,Patiria chilensis,1,4,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
1201,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,2,,7.2,Animal,Odontaster penicillatus,1,1,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
1202,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,2,,7.2,Animal,Fissurella sp,1,8,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
1203,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,2,,7.2,Animal,Notobalanus flosculus,1,NaN,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
1204,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,2,,7.2,Animal,Hydrozoa,1,NaN,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
1205,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,2,,7.2,Animal,Patiria chilensis,1,2,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
1206,23-10-18,23,10,2018,Cha–aral de Aceituno C,TURF,5,2,,7.2,Animal,Pachycheles sp,1,1,NaN,NaN,NaN,NaN,NaN,Rodrigo Mu–oz,Rodrigo Mu–oz,Rodrigo Mu–oz
